pl_name,pl_orbper,pl_insol,pl_eqt,pl_rade,pl_bmasse,pl_orbeccen,st_teff,st_met,is_habitable,esi_score,hz_flux_ratio,in_habitable_zone,density_proxy,temp_delta_earth,stellar_class,star_G,star_Hot,star_K,star_M,esi_computed
Kepler-66 b,17.815815,62.845,699.0,2.8,8.25,0.0,5962.0,-0.2,0,0.23784755,62.845,0,0.37581997084548113,444.0,G,True,False,False,False,0.3677
Kepler-755 b,1.269090374,889.888,1331.0,1.76,3.75,0.0,5043.0,-0.01,0,0.26836243,889.888,0,0.6878492439894817,1076.0,K,False,False,True,False,0.228
Kepler-1785 b,19.58550072,47.3,666.0,2.70422447,7.77,0.0,5618.0,0.0,0,0.24549635,47.3,0,0.3929097481395775,411.0,G,True,False,False,False,0.3899
TOI-2654 b,2.96760425926,75.0167,819.0,7.94454164,48.4,0.0742,4594.08,0.0009999999999999,0,,75.0167,0,0.09652478093395524,564.0,K,False,False,True,False,0.2498
GJ 9773 b,2965.0,0.0021,59.89,14.2,172.580825,0.218,3528.0,-0.2,0,,0.0021,0,0.06027365217889365,195.11,M,False,False,False,True,0.1475
Kepler-247 d,20.477912,19.21,530.0,3.94,14.7,0.0,5100.0,0.3,0,0.23596287,19.21,0,0.2403414457345639,275.0,K,False,False,True,False,0.4267
Kepler-1552 b,184.771853,1.854,268.0,2.47,6.66,0.0,5202.0,-0.07,0,0.64688328,1.854,0,0.4419604116283898,13.0,K,False,False,True,False,0.7632
Kepler-549 c,117.040498,2.51,349.0,2.93,8.91,0.0,5360.0,-0.03,0,0.53993955,2.51,0,0.35422143896834174,94.0,G,True,False,False,False,0.6481
Kepler-130 d,87.517905,9.834,451.0,1.64,3.33,0.8,5884.0,-0.199,0,0.34284932,9.834,0,0.7549404390534092,196.0,G,True,False,False,False,0.6048
HD 24040 c,515.4,1.1163,287.75,9.35,63.88350981,0.11,5776.49,0.1971,0,0.42805242,1.1163,1,0.07815449046007596,32.75,G,True,False,False,False,0.5288
Kepler-2000 b,6.383159135,18.73,530.0,2.73,7.9,0.0,3757.0,0.48,0,,18.73,0,0.38827475127438904,275.0,M,False,False,False,True,0.4711
Kepler-327 c,5.212333,28.272,537.0,1.03,20.3,0.0,3799.0,-0.2,0,0.34745276,28.272,0,18.57737568486914,282.0,M,False,False,False,True,0.4198
LSPM J2116+0234 b,14.4399,2.6063,371.68,3.71,13.3,0.183,3475.0,-0.05,0,0.48251721,2.6063,0,0.2604533286141018,116.68,M,False,False,False,True,0.5918
Kepler-1371 c,2.00541269,853.269,1216.0,0.64,0.196,0.0,5361.0,-0.07,0,0.27757485,853.269,0,0.7476806640624999,961.0,G,True,False,False,False,0.2345
BD+20 274 b,578.2,53.9651,755.7,13.0,1334.886,0.21,4296.0,-0.46,0,0.087628398,53.9651,0,0.6075949021392808,500.70000000000005,K,False,False,True,False,0.1664
Kepler-538 b,81.73778,5.07,417.0,2.215,12.9,0.21,5534.0,-0.09,0,0.55362388,5.07,0,1.1870486504872935,162.0,G,True,False,False,False,0.5551
HD 189567 c,33.688,54.3688,634.41,2.54,7.0,0.16,5726.0,-0.24,0,0.25173634,54.3688,0,0.42716620866312593,379.40999999999997,G,True,False,False,False,0.401
HAT-P-62 b,2.6453235,867.2,1512.0,12.02723629,241.86741773,0.101,5629.0,0.414,0,0.074807773,867.2,0,0.1390208174990126,1257.0,G,True,False,False,False,0.1113
TOI-3896 b,4.37730369667,144.988,966.0,3.14949237,10.1,0.0842,5110.91,0.1204,0,,144.988,0,0.32329552416475643,711.0,K,False,False,True,False,0.2785
Kepler-443 b,177.6693,0.86,233.0,2.33,6.04,0.11,4723.0,-0.01,1,0.71158425,0.86,1,0.4774953817737641,22.0,K,False,False,True,False,0.7818
TOI-530 b,6.387597,14.259,565.0,9.30345398,127.1313628,0.0,3659.0,0.376,0,0.14819189,14.259,0,0.15787743480306615,310.0,M,False,False,False,True,0.303
GJ 676 A b,1051.44521,0.0301,113.55,12.8,1840.86213334,0.319,3734.0,0.23,0,0.10238102,0.0301,0,0.8777914683055875,141.45,M,False,False,False,True,0.1914
HD 215152 c,7.28243,66.105,783.2,13.560000000000002,468.79690033,0.0,4935.0,-0.1,0,0.31158401,66.105,0,0.18802069898668228,528.2,K,False,False,True,False,0.1842
WASP-175 b,3.0652907,649.429,1571.0,13.540472,314.6517,0.0,6229.0,0.15,0,0.066569532,649.429,0,0.1267443685773526,1316.0,F,False,False,False,False,0.1068
Kepler-127 c,29.393195,61.688,698.0,2.66,7.56,0.03,6106.0,0.2142,0,0.24351517,61.688,0,0.40167692678471,443.0,F,False,False,False,False,0.3735
HD 1605 c,2149.0,0.5026,233.88,13.0,1150.5446,0.099,4915.0,0.22,0,0.3508239,0.5026,1,0.523688939462904,21.120000000000005,K,False,False,True,False,0.3446
LHS 1678 b,0.8602325,94.3,830.44,0.685,0.35,0.033,3490.0,0.0099999999999999,0,0.29594092,94.3,0,1.0889208910639647,575.44,M,False,False,False,True,0.3763
HIP 14810 b,6.673892,201.7351,1048.2,13.0,1239.537,0.14399,5544.0,0.24,0,0.073898895,201.7351,0,0.5641952662721894,793.2,G,True,False,False,False,0.1252
Kepler-42 b,1.2137672,22.388,519.0,0.78,0.705944,0.04,3068.0,-0.33,0,0.36222123,22.388,0,1.4876009373050794,264.0,M,False,False,False,True,0.5791
HD 141937 b,662.37,0.4436,231.49,12.4,3591.4609991,0.46,5870.0,0.12,0,0.35641185,0.4436,1,1.883675543316354,23.50999999999999,G,True,False,False,False,0.2931
TOI-1518 b,1.90261131,7010.0,2546.0,21.05046575,581.62598481,0.01,7299.0,-0.1,0,0.044390744,7010.0,0,0.06235318946493914,2291.0,F,False,False,False,False,0.0572
Kepler-388 b,3.173315,112.21,830.0,0.81,0.457,0.0,4498.0,0.0,0,0.29386693,112.21,0,0.8599261253836268,575.0,K,False,False,True,False,0.3831
TOI-2458 c,16.553,131.8551,922.76,3.18,10.22,0.29,6005.0,-0.1,0,,131.8551,0,0.31781144713296755,667.76,F,False,False,False,False,0.2875
Kepler-1301 b,9.08237046,76.139,734.0,1.4,2.54,0.0,5188.0,0.01,0,0.30333426,76.139,0,0.9256559766763851,479.0,K,False,False,True,False,0.4149
HD 18599 b,4.1374354,145.0,863.0,2.6,24.1,0.34,5145.0,0.0,0,0.23363706,145.0,0,1.371187983614019,608.0,K,False,False,True,False,0.2681
Kepler-879 c,0.646716,1219.82846,1217.404,0.4,0.0364,0.0,5456.75,0.05,0,,1219.82846,0,0.5687499999999999,962.404,G,True,False,False,False,0.1803
HD 73583 b,6.398042,43.3,714.0,2.79,10.2,0.09,4511.0,0.0,0,0.24402648,43.3,0,0.4696643129577759,459.0,K,False,False,True,False,0.3661
Kepler-784 c,17.157236,119.87,844.0,1.55,3.02,0.0,5676.0,0.1,0,,119.87,0,0.8109831828404551,589.0,G,True,False,False,False,0.3623
Kepler-1216 b,4.37034536,415.553,1191.0,1.39,2.51,0.0,5743.0,0.03,0,0.28670969,415.553,0,0.9346076267705882,936.0,G,True,False,False,False,0.2739
Kepler-149 c,55.328328,10.084,436.0,1.61,3.22,0.0,5381.0,0.3805,0,0.40238527,10.084,0,0.7715751707110063,181.0,G,True,False,False,False,0.6155
HD 33142 d,89.9,48.9956,736.04,9.32,63.5656814,0.191,5025.4,0.06,0,0.11313184,48.9956,0,0.0785190379444393,481.03999999999996,K,False,False,True,False,0.2618
Kepler-1896 b,44.87020111,19.5,536.0,3.09935997,9.8,0.0,6122.0,-0.1,0,0.25656633,19.5,0,0.32916224595423327,281.0,F,False,False,False,False,0.4519
TOI-5218 b,4.291452,62.0,783.0,9.86,657.0,0.0,4230.0,0.41,0,,62.0,0,0.6853850462310889,528.0,K,False,False,True,False,0.1808
Kepler-653 b,14.70748976,90.384,819.0,1.95,4.46,0.0,5665.0,0.23,0,0.27159634,90.384,0,0.6014936192450986,564.0,G,True,False,False,False,0.3584
TOI-771 c,7.61,3.0,365.0,1.5,2.87,0.065,3370.0,-0.13,0,,3.0,0,0.8503703703703704,110.0,M,False,False,False,True,0.7378
Kepler-714 b,8.098887986,484.006,986.0,9.67,67.6,0.0,5995.0,0.04,0,0.091479983,484.006,0,0.07475965244516268,731.0,G,True,False,False,False,0.1809
TOI-1718 b,5.58703768615,134.155,948.0,4.10824994,15.8,0.026,5304.91,0.2,0,,134.155,0,0.22786966518801416,693.0,G,True,False,False,False,0.2639
Kepler-1458 b,47.9872764,8.293,493.0,2.76,8.05,0.0,5653.0,0.02,0,0.34180638,8.293,0,0.3828852481971576,238.0,G,True,False,False,False,0.5194
TOI-4364 b,5.424019,13.3328,488.0,2.01,4.7,0.29,3528.0,0.148,0,,13.3328,0,0.5787748960945134,233.0,M,False,False,False,True,0.5433
K2-57 b,9.0073,24.1,635.8,2.30905002,5.94,0.25,4413.0,0.08,0,0.29801148,24.1,0,0.4824878951878363,380.79999999999995,K,False,False,True,False,0.4401
Kepler-481 b,10.06082567,183.842,899.0,2.5,6.8,0.0,5802.0,0.03,0,0.23711196,183.842,0,0.4352,644.0,G,True,False,False,False,0.3013
Kepler-1419 b,42.5215895,21.243,510.0,2.86,8.55,0.0,5796.0,0.04,0,0.27736939,21.243,0,0.3654837020771786,255.0,G,True,False,False,False,0.469
HD 95338 b,55.082694,7.42,443.0,4.27174254,42.9,0.197,5097.0,0.08,0,0.32013965,7.42,0,0.5503539440881526,188.0,K,False,False,True,False,0.4338
Kepler-1112 b,14.36267939,254.963,918.0,3.02,9.38,0.0,6496.0,0.04,0,0.21436051,254.963,0,0.34055088207761314,663.0,F,False,False,False,False,0.2757
MOA-2020-BLG-135L b,27.8741608,227.8286,894.7299999999999,3.37,11.3,0.011,5641.46,0.0816,0,,227.8286,0,0.2952492077065896,639.7299999999999,G,True,False,False,False,0.2744
Kepler-345 c,9.387427,25.83,575.0,1.2,2.2,0.0,4504.0,0.1905,0,0.31561699,25.83,0,1.2731481481481484,320.0,K,False,False,True,False,0.5257
KOI-142 c,22.26492,28.7874,635.87,14.0,214.1,0.05724,5466.0,0.27,0,0.10483166,28.7874,0,0.07802478134110787,380.87,G,True,False,False,False,0.2445
HD 148427 b,331.9,4.8905,451.86,13.7,381.3940884,0.12,5025.0,0.154,0,0.21432496,4.8905,0,0.14832428235252026,196.86,K,False,False,True,False,0.3077
Kepler-271 c,7.41086267,119.631,850.0,0.95,0.809,0.0,5555.0,-0.13,0,0.30505361,119.631,0,0.9435777810176412,595.0,G,True,False,False,False,0.3969
Pr0211 b,2.1461,457.3078,1304.13,13.4,597.5204,0.011,5300.0,0.18,0,0.068961436,457.3078,0,0.2483352340547208,1049.13,G,True,False,False,False,0.113
EPIC 201427007 b,0.72091,566.326,1113.8,1.5,2.86,0.0,5633.0,-0.053,0,0.2791606,566.326,0,0.8474074074074074,858.8,G,True,False,False,False,0.2726
Kepler-372 c,20.053763,91.881,755.0,2.09,5.02,0.0,6509.0,-0.13,0,0.26535331,91.881,0,0.5498761190444555,500.0,F,False,False,False,False,0.3676
Kepler-338 c,24.310856,119.648,831.0,2.34,6.08,0.03,5923.0,-0.029,0,0.24795084,119.648,0,0.4745216228889252,576.0,G,True,False,False,False,0.332
TOI-4156 b,4.46189034133,459.495,1289.0,2.53823825,6.98,0.0414,5971.64,-0.0552,0,,459.495,0,0.42683327560004697,1034.0,G,True,False,False,False,0.2256
GJ 3998 c,13.727,5.4,423.49,2.5,6.82,0.0,3726.0,-0.13,0,0.4414169,5.4,0,0.43648000000000003,168.49,M,False,False,False,True,0.5895
HD 137388 b,330.0,0.5807,248.42,9.32,63.566,0.36,5181.0,0.19,0,0.40662594,0.5807,1,0.07851943149273356,6.5800000000000125,K,False,False,True,False,0.5358
Kepler-1673 b,33.7888,30.5,611.0,2.9355194,8.93,0.0,6014.95,0.228,0,0.24863534,30.5,0,0.35301779206199774,356.0,F,False,False,False,False,0.414
Kepler-1868 b,211.0339966,0.5,215.0,3.14950109,10.1,0.0,4658.0,0.0,0,0.5813945,0.5,1,0.32329283885452653,40.0,K,False,False,True,False,0.6821
HD 87883 b,3006.0,0.0238,110.52,12.7,2005.49724817,0.72,4980.0,0.11,0,0.099762246,0.0238,0,0.9790636068401272,144.48000000000002,K,False,False,True,False,0.1831
Kepler-740 b,3.584101216,432.866,1131.0,4.57,18.9,0.0,5438.0,0.03,0,0.16339056,432.866,0,0.19802189122577882,876.0,G,True,False,False,False,0.2093
Kepler-1322 c,6.459980011,144.06,883.0,2.15492527,5.29,0.0,5704.0,-0.3,0,0.25421305,144.06,0,0.5286387934223851,628.0,G,True,False,False,False,0.3225
HD 63935 b,9.058807,115.6,825.22,2.91575244,10.5,0.0,5513.0,0.107,0,0.22051488,115.6,0,0.4235818627466379,570.22,G,True,False,False,False,0.3095
Kepler-379 b,20.09838,90.346,775.0,1.66,3.39,0.0,6054.0,0.09,0,0.28792938,90.346,0,0.7410976465012322,520.0,F,False,False,False,False,0.383
HD 216435 b,1311.0,0.5501,242.57,13.7,400.4,0.07,5999.0,0.244,0,0.35596583,0.5501,1,0.15571568742214703,12.430000000000007,G,True,False,False,False,0.4033
OGLE-2005-BLG-169L b,57.568092816,18.32496,509.49000000000007,3.84,14.1,0.02,5657.6,-0.012,0,,18.32496,0,0.24901496039496532,254.49000000000007,G,True,False,False,False,0.4394
HD 215152 d,10.86499,38.779,685.43,10.992497352,770.41605857,0.0,4935.0,-0.1,0,0.31469035,38.779,0,0.5800109833447088,430.42999999999995,K,False,False,True,False,0.1962
HATS-76 b,1.9416423,129.8,939.8,12.09449018,835.570882,0.062,4016.0,0.322,0,0.081424528,129.8,0,0.4723028851593596,684.8,K,False,False,True,False,0.1466
Kepler-1211 b,11.01816836,130.9,840.0,2.55,7.04,0.0,5705.0,-0.08,0,0.23783403,130.9,0,0.42457275105351644,585.0,G,True,False,False,False,0.3205
HAT-P-33 b,3.47447,1701.38,1782.0,20.73665,292.4036,0.0,6446.0,0.05,0,0.045521898,1701.38,0,0.0327919257948659,1527.0,F,False,False,False,False,0.0891
HD 12235 c,36336.70679,0.0076,82.22,12.5,3135.69506346,0.174,5986.0,0.31,0,0.079661559,0.0076,0,1.60547587249152,172.78,G,True,False,False,False,0.1342
CoRoT-26 b,4.20474,1021.0065,1600.0,14.12,165.26,0.0,5590.0,0.01,0,0.064824571,1021.0065,0,0.058703454433797535,1345.0,G,True,False,False,False,0.1104
Kepler-1161 b,10.71252541,26.229,485.0,2.13,5.18,0.0,4253.0,-0.35,0,0.28389655,26.229,0,0.5360322869424294,230.0,K,False,False,True,False,0.5078
Kepler-224 e,18.643577,18.732,517.0,1.97,4.54,0.0,5018.0,-0.06,0,0.31993001,18.732,0,0.5938232183047185,262.0,K,False,False,True,False,0.5166
mu Leo b,357.8,51.7863,704.49,13.3,762.8,0.09,4538.2,0.36,0,0.087703812,51.7863,0,0.32423191508082205,449.49,K,False,False,True,False,0.1865
WASP-176 b,3.899052,1703.2413,1721.0,16.869545,271.74465,0.0,5941.0,0.164,0,0.055029869,1703.2413,0,0.05660449176453519,1466.0,G,True,False,False,False,0.0933
WASP-65 b,2.3114243,957.0053,1480.0,12.464,492.62,0.0,5600.0,-0.07,0,0.072346609,957.0053,0,0.2544132459063413,1225.0,G,True,False,False,False,0.1013
EPIC 220554210 c,0.70531,295.0985,1025.0,1.6,3.19,0.074,5499.0,-0.23,0,0.27468764,295.0985,0,0.7788085937499998,770.0,G,True,False,False,False,0.2985
HD 60292 b,495.4,110.1333,889.53,12.7,2065.895,0.27,4348.0,-0.17,0,0.079573638,110.1333,0,1.0085491824526958,634.53,K,False,False,True,False,0.1352
HD 2685 b,4.12688,1436.49,2061.0,16.14096,371.8611,0.091,6801.0,0.02,0,0.057260439,1436.49,0,0.08842858300584457,1806.0,F,False,False,False,False,0.0814
HIP 12961 b,57.435,1.5889,303.32,13.2,114.4188,0.17,3901.0,-0.14,0,0.37008698,1.5889,0,0.049747996493864265,48.31999999999999,K,False,False,True,False,0.4605
TOI-1346 b,1.7622538,468.5415,1324.0,2.39,6.3,0.02672,5099.0,-0.01,0,,468.5415,0,0.46147358477588385,1069.0,K,False,False,True,False,0.225
K2-53 b,12.20772,52.5,665.0,2.6,7.27,0.0,5263.0,-0.037,0,0.27131092,52.5,0,0.4136322257624032,410.0,K,False,False,True,False,0.3905
WASP-117 b,10.02165,706.3929,1001.0,11.88154,95.349,0.3,6040.0,-0.11,0,0.079238629,706.3929,0,0.05684574195866986,746.0,F,False,False,False,False,0.1635
Kepler-363 d,11.932125,203.761,905.0,2.05,4.86,0.0,5593.0,0.3965,0,0.25866332,203.761,0,0.5641241421337475,650.0,G,True,False,False,False,0.3123
K2-37 b,4.4434,193.0,949.0,1.39,2.51,0.0,5352.0,-0.08,0,0.28413712,193.0,0,0.9346076267705882,694.0,G,True,False,False,False,0.3334
Kepler-12 b,4.4379629,877.539,1480.0,19.660586,137.30256,0.0,5947.0,0.07,0,0.048306923,877.539,0,0.01806713377083714,1225.0,G,True,False,False,False,0.1176
Kepler-1594 b,2.71603809,672.414,1360.0,1.06,1.2,0.0,5946.0,0.03,0,0.29475668,672.414,0,1.0075431396387622,1105.0,G,True,False,False,False,0.2615
HD 4917 b,400.5,20.9781,479.78,13.5,513.29545,0.066,4802.0,0.18,0,0.11375249,20.9781,0,0.20862488441802568,224.77999999999997,K,False,False,True,False,0.2563
DENIS-P J082303.1-491201 b,246.36,24.251600000000003,912.2,11.9,9057.77,0.345,5254.0,0.034,0,,24.251600000000003,0,5.375023959163498,657.2,K,False,False,True,False,0.1251
HIP 65407 b,28.125,20.7979,610.68,14.3,136.03124,0.14,5460.0,0.25,0,0.11037462,20.7979,0,0.04651901866044366,355.67999999999995,G,True,False,False,False,0.2721
Kepler-1149 b,3.73089898,653.831,1128.0,1.44,2.67,0.0,5833.0,0.02,0,0.28383043,653.831,0,0.8941775977366255,873.0,G,True,False,False,False,0.2695
Gaia-1 b,3.052524,426.5351,1159.07,13.77583728,533.95172376,0.0326,5470.0,0.2228,0,0.067737808,426.5351,0,0.20424337584381444,904.0699999999999,G,True,False,False,False,0.1235
Kepler-1527 b,160.129918,7.813,450.0,4.77,20.4,0.0,6224.0,0.07,0,0.28567738,7.813,0,0.18796415225085278,195.0,F,False,False,False,False,0.4697
Kepler-986 b,56.4349938,10.857,465.0,2.36,6.17,0.0,5642.0,0.04,0,0.33814075,10.857,0,0.46940656055390284,210.0,G,True,False,False,False,0.5433
Kepler-1070 b,6.2216147,380.134,1101.0,1.73,3.64,0.0,6261.0,0.03,0,0.27162486,380.134,0,0.7030125439455267,846.0,F,False,False,False,False,0.2755
TOI-2109 b,0.67247414,14429.0,3646.0,15.098497,1595.49860314,0.1646,6540.0,0.068,0,0.060130304,14429.0,0,0.46354860370529455,3391.0,F,False,False,False,False,0.0379
HD 31527 b,16.5535,76.3108,832.2,3.22,10.47,0.1,5898.0,-0.17,0,0.21676777,76.3108,0,0.3136021753627421,577.2,G,True,False,False,False,0.3179
Kepler-286 d,5.914323,173.9,919.0,1.33,2.33,0.0,5580.0,-0.25,0,0.29246073,173.9,0,0.9903780311199728,664.0,G,True,False,False,False,0.3456
Kepler-1141 b,2.344511944,1146.953,1471.0,0.82,0.477,0.0,5791.0,0.04,0,0.290544,1146.953,0,0.8651209355639067,1216.0,G,True,False,False,False,0.2261
Kepler-1980 b,33.0257179,23.95,564.0,2.21,5.52,0.0,5819.0,0.14,0,,23.95,0,0.511401805155727,309.0,G,True,False,False,False,0.4721
Kepler-733 b,20.83424726,24.507,595.0,2.82,8.35,0.0,5418.0,0.01,0,0.26950845,24.507,0,0.37233953370069645,340.0,G,True,False,False,False,0.4318
LTT 3780 c,12.252284,2.76,359.0,2.39,8.04,0.024,3358.0,0.06,0,0.56127397,2.76,0,0.5889281939044613,104.0,M,False,False,False,True,0.6516
TOI-4405 b,5.92143995316,48.1559,671.87,2.55505441,7.06,0.0203999999999999,4467.38,-0.1764,0,,48.1559,0,0.42325709063552613,416.87,K,False,False,True,False,0.3931
Kepler-1845 b,11.60649967,27.47,584.0,2.43836702,6.52,0.0,4703.0,-0.14,0,0.27064064,27.47,0,0.4497284568709017,329.0,K,False,False,True,False,0.4478
HD 168443 b,58.11187,28.2942,641.03,12.6,2424.3950886,0.53,5491.0,0.04,0,0.10126596,28.2942,0,1.2119696939975284,386.03,G,True,False,False,False,0.177
TOI-5938 b,2.260424,249.273,1077.0,3.82,14.0,0.02372,4650.0,0.07,0,,249.273,0,0.2511527552677138,822.0,K,False,False,True,False,0.2372
TOI-561 e,77.144,4.89,416.0,2.517,12.4,0.074,5342.0,-0.41,0,0.42029065,4.89,0,0.7776282662639092,161.0,G,True,False,False,False,0.5563
Kepler-1034 b,12.12400943,36.787,675.0,2.26,5.73,0.0,5198.0,-0.06,0,0.27449498,36.787,0,0.49639717873139955,420.0,K,False,False,True,False,0.4139
OGLE-2014-BLG-1760L b,374.0293616828,258.79462,800.256,13.8,295.89824692,0.04,5470.4,0.008,0,,258.79462,0,0.11259137760304891,545.256,G,True,False,False,False,0.1717
OGLE-2018-BLG-1647L b,71.9086864028,491.0529800000001,1074.212,13.8,308.29355479,0.06,5716.2,-0.0163999999999999,0,,491.0529800000001,0,0.11730787999339436,819.212,G,True,False,False,False,0.1372
Kepler-1286 b,11.25402929,151.77,888.0,2.15,5.27,0.0,5753.0,0.03,0,0.25676648,151.77,0,0.5302677751644509,633.0,G,True,False,False,False,0.3202
K2-189 b,2.58812,497.0,1203.0,1.403,2.55,0.0,5442.0,-0.1,0,0.28091159,497.0,0,0.9233517302668338,948.0,G,True,False,False,False,0.2676
HD 13724 c,142.22895,3.9773,393.06,8.18,50.85254512,0.651,5835.31,0.2169,0,0.26692075,3.9773,0,0.09290792973286288,138.06,G,True,False,False,False,0.4499
Kepler-643 b,16.33889626,211.711,963.0,10.16,321.0083,0.37,4908.0,0.13,0,0.090560523,211.711,0,0.3060801304919539,708.0,K,False,False,True,False,0.1594
OGLE-2012-BLG-0026L b,36.4123252038,46.9006,669.02,7.72,46.1,0.04346,5116.4,0.168,0,,46.9006,0,0.10019568630489369,414.02,K,False,False,True,False,0.2916
CoRoT-7 c,3.698,242.7184,1098.59,2.83,8.4,0.0,5256.0,0.06,0,0.22129383,242.7184,0,0.3706124286554529,843.5899999999999,K,False,False,True,False,0.2546
Kepler-51 b,45.154,10.119,543.0,7.1,2.1,0.04,6018.0,0.05,0,0.20288212,10.119,0,0.00586738043815362,288.0,F,False,False,False,False,0.5342
Kepler-318 b,4.662715,333.149,1039.0,4.71,19.9,0.0,5746.0,0.332,0,0.1604576,333.149,0,0.19045411256513733,784.0,G,True,False,False,False,0.2229
HD 185269 b,6.83776,832.9821,1455.61,13.8,321.0083,0.229,5923.0,0.11,0,0.066419033,832.9821,0,0.12214593055289198,1200.61,G,True,False,False,False,0.109
Kepler-47 b,49.4643,10.1419,490.2,3.05,2.07,0.021,5636.0,-0.25,0,0.318319,10.1419,0,0.07295764843753443,235.2,G,True,False,False,False,0.59
HD 156098 b,21.85849,416.9726,1257.73,4.12,15.89142035,0.109,6419.19,0.12,0,0.16973755,416.9726,0,0.22723282482152452,1002.73,F,False,False,False,False,0.2031
HD 190007 b,11.724128,24.6845,651.41,4.06,15.5,0.136,4610.0,0.16,0,0.21554886,24.6845,0,0.23160802192165453,396.40999999999997,K,False,False,True,False,0.3743
TOI-2095 c,28.17232,1.84,297.0,1.33,7.4,0.0,3759.0,-0.24,0,,1.84,0,3.1454066224411155,42.0,M,False,False,False,True,0.7471
HD 155358 c,391.9,1.9155,330.92,13.9,261.0,0.16,5900.0,-0.51,0,0.34748638,1.9155,0,0.09718429903869462,75.92000000000002,G,True,False,False,False,0.3929
Kepler-1603 b,2.27163926,1269.46,1522.0,1.29,2.21,0.0,6241.0,0.07,0,0.28761468,1269.46,0,1.029492395032536,1267.0,F,False,False,False,False,0.2179
Kepler-732 b,9.467814048,8.559,407.0,2.18,5.39,0.0,3631.0,-0.01,0,0.37893087,8.559,0,0.520258619691142,152.0,M,False,False,False,True,0.5991
HATS-27 b,4.637038,1342.5733,1659.0,16.8135,168.4499,0.581,6438.0,0.09,0,0.055152814,1342.5733,0,0.03544021703551898,1404.0,F,False,False,False,False,0.1039
HD 32963 b,2372.0,0.0996,157.63,13.4,657.90480249,0.07,5727.0,0.11,0,0.1570883,0.0996,0,0.27343157340247964,97.37,G,True,False,False,False,0.282
Kepler-1860 b,12.73719978,56.3,697.0,1.13863767,1.55,0.0,5420.0,0.0,0,0.31327808,56.3,0,1.0499655630110785,442.0,G,True,False,False,False,0.4612
OGLE-2012-BLG-0563L b,1160.432373094,200.66248,700.2180000000001,13.6,120.0,0.00932,5609.4,0.152,0,,200.66248,0,0.047705068186444134,445.2180000000001,G,True,False,False,False,0.2128
HD 29399 b,892.7,2.7435,358.32,13.5,498.99059899,0.05,4845.0,0.14,0,0.30652918,2.7435,0,0.202810790627445,103.32,K,False,False,True,False,0.3417
XO-3 b,3.19152309,1161.72,1890.0,14.79585452,4217.58296089,0.2791,6970.0,-0.159,0,0.058074375,1161.72,0,1.302097414685349,1635.0,F,False,False,False,False,0.0635
Kepler-1040 b,201.1214,2.121,300.0,2.08,4.98,0.0,5694.0,0.01,0,0.64666671,2.121,0,0.5534002332726445,45.0,G,True,False,False,False,0.7573
TOI-5882 b,7.148972,4792.5,1515.0,11.46678726,6995.40323807,0.0339,5920.0,0.18,0,,4792.5,0,4.639674228988162,1260.0,G,True,False,False,False,0.0609
TOI-4511 b,10.98090968596,938.995,1542.0,2.75304932,8.01,0.0209999999999999,5418.77,0.07944,0,,938.995,0,0.38387562890138216,1287.0,G,True,False,False,False,0.1864
KOI-134 c,33.95,79.051,798.82,9.86,69.92224954,0.24,6160.0,0.427,0,,79.051,0,0.07294317234939822,543.82,F,False,False,False,False,0.2366
HD 110067 e,30.793091,13.6296,533.0,1.94,3.9,0.01,5266.0,-0.2,0,,13.6296,0,0.5341453072458592,278.0,K,False,False,True,False,0.532
Kepler-542 b,13.14497566,61.573,698.0,1.57,3.09,0.0,5526.0,0.02,0,0.29514944,61.573,0,0.7984716890105229,443.0,G,True,False,False,False,0.4234
KMT-2023-BLG-1896L b,22.3492623628,119.2458,785.1600000000001,4.19,16.35,0.0,5862.022,0.10752,0,,119.2458,0,0.222267358431564,530.1600000000001,G,True,False,False,False,0.2938
